part;time [s];fvel.x [m/s];fvel.y [m/s];fvel.z [m/s];fomega.x [rad/s];fomega.y [rad/s];fomega.z [rad/s];center.x [m];center.y [m];center.z [m];surge [m];heave [m];pitch [deg]
0;  0.000000000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.100000000000E+00;  0.000000000000E+00;  4.500000000000E-01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00
1;  1.001937012589E-02; -2.4986328E-03;  0.0000000E+00;  2.2065809E-02;  0.0000000E+00; -3.3413139E-04;  0.0000000E+00;  1.099999730642E+00;  0.000000000000E+00;  4.499857040973E-01; -2.2054134E-07; -1.4281275E-05;  5.2592457E-04
2;  2.004452877493E-02;  4.8409938E-04;  0.0000000E+00;  3.6835164E-02;  0.0000000E+00;  4.0275443E-02;  0.0000000E+00;  1.099943084248E+00;  0.000000000000E+00;  4.501997909730E-01; -5.6904555E-05;  1.9981861E-04;  2.5271700E-04
3;  3.006474925859E-02;  1.7780991E-04;  0.0000000E+00;  5.7111654E-02;  0.0000000E+00;  1.3451642E-02;  0.0000000E+00;  1.099967014469E+00;  0.000000000000E+00;  4.505424860413E-01; -3.2985233E-05;  5.4247974E-04; -1.2021130E-03
4;  4.007986291400E-02; -1.9333962E-03;  0.0000000E+00;  9.3043417E-02;  0.0000000E+00;  2.3784416E-02;  0.0000000E+00;  1.099990978801E+00;  0.000000000000E+00;  4.512310752091E-01; -9.0135898E-06;  1.2310975E-03; -9.4803053E-03
5;  5.008934494453E-02; -1.6463783E-03;  0.0000000E+00;  9.1381736E-02;  0.0000000E+00; -5.1637678E-03;  0.0000000E+00;  1.099953063869E+00;  0.000000000000E+00;  4.521517289637E-01; -4.6941514E-05;  2.1517560E-03; -1.3694531E-02
6;  6.000388004310E-02; -3.2636784E-03;  0.0000000E+00;  1.2278065E-01;  0.0000000E+00;  1.3476693E-02;  0.0000000E+00;  1.099957575280E+00;  0.000000000000E+00;  4.532025929100E-01; -4.2426372E-05;  3.2026083E-03; -1.9418227E-02
7;  7.000573168955E-02;  6.9612819E-03;  0.0000000E+00;  1.1398920E-01;  0.0000000E+00;  2.7426803E-02;  0.0000000E+00;  1.099972916664E+00;  0.000000000000E+00;  4.543559136549E-01; -2.7061074E-05;  4.3559072E-03; -2.8632157E-02
8;  8.000359326494E-02;  2.0594292E-03;  0.0000000E+00;  1.2081812E-01;  0.0000000E+00;  1.6919173E-02;  0.0000000E+00;  1.100016805978E+00;  0.000000000000E+00;  4.554826672371E-01;  1.6818389E-05;  5.4826786E-03; -4.1227034E-02
9;  9.008486428292E-02; -5.2318990E-04;  0.0000000E+00;  1.3100581E-01;  0.0000000E+00;  2.5028998E-02;  0.0000000E+00;  1.100033956806E+00;  0.000000000000E+00;  4.568201378245E-01;  3.3924442E-05;  6.8201321E-03; -5.3883350E-02
10;  1.000676638042E-01;  5.5329516E-03;  0.0000000E+00;  1.5378088E-01;  0.0000000E+00;  3.5211232E-02;  0.0000000E+00;  1.100038094158E+00;  0.000000000000E+00;  4.581725673232E-01;  3.8071734E-05;  8.1725639E-03; -6.4463317E-02
11;  1.100450857647E-01;  5.6418194E-03;  0.0000000E+00;  1.8106268E-01;  0.0000000E+00;  2.5499295E-02;  0.0000000E+00;  1.100112653680E+00;  0.000000000000E+00;  4.598504525593E-01;  1.1263299E-04;  9.8504623E-03; -8.2331147E-02
12;  1.200192605106E-01;  9.4061811E-03;  0.0000000E+00;  1.7964830E-01;  0.0000000E+00;  3.1491131E-02;  0.0000000E+00;  1.100179362113E+00;  0.000000000000E+00;  4.616032119172E-01;  1.7934893E-04;  1.1603206E-02; -1.0133272E-01
13;  1.300819259592E-01;  3.3433475E-03;  0.0000000E+00;  1.9468042E-01;  0.0000000E+00;  4.1809455E-02;  0.0000000E+00;  1.100238895645E+00;  0.000000000000E+00;  4.635371560874E-01;  2.3893144E-04;  1.3537186E-02; -1.2187801E-01
14;  1.400354178124E-01;  7.6534054E-03;  0.0000000E+00;  1.8277819E-01;  0.0000000E+00;  4.7226053E-02;  0.0000000E+00;  1.100312889603E+00;  0.000000000000E+00;  4.653870170775E-01;  3.1285000E-04;  1.5387006E-02; -1.4192460E-01
15;  1.500782935425E-01;  1.4617241E-02;  0.0000000E+00;  1.9932316E-01;  0.0000000E+00;  4.2212520E-02;  0.0000000E+00;  1.100401644183E+00;  0.000000000000E+00;  4.672535587767E-01;  4.0166979E-04;  1.7253575E-02; -1.6432098E-01
16;  1.600417866089E-01;  7.7804853E-03;  0.0000000E+00;  1.9569160E-01;  0.0000000E+00;  3.8459189E-02;  0.0000000E+00;  1.100516541209E+00;  0.000000000000E+00;  4.692475184626E-01;  5.1652221E-04;  1.9247526E-02; -1.9173737E-01
17;  1.700890667284E-01;  9.7558955E-03;  0.0000000E+00;  2.2547150E-01;  0.0000000E+00;  5.1535316E-02;  0.0000000E+00;  1.100614029581E+00;  0.000000000000E+00;  4.713396592432E-01;  6.1400776E-04;  2.1339650E-02; -2.1633310E-01
18;  1.800325996306E-01;  1.1959858E-02;  0.0000000E+00;  2.3633157E-01;  0.0000000E+00;  5.1241975E-02;  0.0000000E+00;  1.100726038546E+00;  0.000000000000E+00;  4.736678691987E-01;  7.2607926E-04;  2.3667889E-02; -2.4237686E-01
19;  1.900569590422E-01;  1.6219165E-02;  0.0000000E+00;  2.4339071E-01;  0.0000000E+00;  4.8053470E-02;  0.0000000E+00;  1.100867817365E+00;  0.000000000000E+00;  4.760237452176E-01;  8.6783964E-04;  2.6023758E-02; -2.7245055E-01
20;  2.000677169646E-01;  1.7844679E-02;  0.0000000E+00;  2.4478029E-01;  0.0000000E+00;  6.1202999E-02;  0.0000000E+00;  1.101019623223E+00;  0.000000000000E+00;  4.785181266791E-01;  1.0195806E-03;  2.8518103E-02; -3.0693640E-01
21;  2.100582298702E-01;  1.2141451E-02;  0.0000000E+00;  2.3867045E-01;  0.0000000E+00;  6.7096189E-02;  0.0000000E+00;  1.101197374838E+00;  0.000000000000E+00;  4.809237358088E-01;  1.1973341E-03;  3.0923722E-02; -3.4301407E-01
22;  2.200467550200E-01;  1.8843127E-02;  0.0000000E+00;  2.5560859E-01;  0.0000000E+00;  7.9376273E-02;  0.0000000E+00;  1.101365410214E+00;  0.000000000000E+00;  4.833658367225E-01;  1.3653780E-03;  3.3365838E-02; -3.8184454E-01
23;  2.300355874757E-01;  2.2218406E-02;  0.0000000E+00;  2.5395834E-01;  0.0000000E+00;  8.0905184E-02;  0.0000000E+00;  1.101547363502E+00;  0.000000000000E+00;  4.858991277564E-01;  1.5473347E-03;  3.5899132E-02; -4.2900811E-01
24;  2.400167735539E-01;  1.9749597E-02;  0.0000000E+00;  2.8563052E-01;  0.0000000E+00;  9.3875766E-02;  0.0000000E+00;  1.101762965612E+00;  0.000000000000E+00;  4.886029127596E-01;  1.7629639E-03;  3.8602937E-02; -4.8284554E-01
25;  2.500735105041E-01;  2.1223685E-02;  0.0000000E+00;  2.9238692E-01;  0.0000000E+00;  1.0785879E-01;  0.0000000E+00;  1.101981692625E+00;  0.000000000000E+00;  4.915325486277E-01;  1.9816779E-03;  4.1532548E-02; -5.3871853E-01
26;  2.600576662849E-01;  2.1207675E-02;  0.0000000E+00;  3.0709863E-01;  0.0000000E+00;  1.0805170E-01;  0.0000000E+00;  1.102207355295E+00;  0.000000000000E+00;  4.944904163668E-01;  2.2073140E-03;  4.4490400E-02; -5.9778192E-01
27;  2.700422422120E-01;  3.1660121E-02;  0.0000000E+00;  3.0290765E-01;  0.0000000E+00;  1.2392137E-01;  0.0000000E+00;  1.102435508251E+00;  0.000000000000E+00;  4.975590270500E-01;  2.4355140E-03;  4.7559027E-02; -6.6515236E-01
28;  2.800273454767E-01;  2.9381528E-02;  0.0000000E+00;  3.0685094E-01;  0.0000000E+00;  1.4191896E-01;  0.0000000E+00;  1.102751335104E+00;  0.000000000000E+00;  5.006021863291E-01;  2.7512749E-03;  5.0602190E-02; -7.4299489E-01
29;  2.900520043399E-01;  2.5425671E-02;  0.0000000E+00;  3.2883409E-01;  0.0000000E+00;  1.5877044E-01;  0.0000000E+00;  1.103040273772E+00;  0.000000000000E+00;  5.038014170166E-01;  3.0402756E-03;  5.3801428E-02; -8.2717833E-01
30;  3.000861220891E-01;  3.1486325E-02;  0.0000000E+00;  3.3650282E-01;  0.0000000E+00;  1.7409152E-01;  0.0000000E+00;  1.103336957897E+00;  0.000000000000E+00;  5.070942471168E-01;  3.3369092E-03;  5.7094233E-02; -9.2206739E-01
31;  3.100475476015E-01;  3.2739431E-02;  0.0000000E+00;  3.6549991E-01;  0.0000000E+00;  1.8776636E-01;  0.0000000E+00;  1.103625104213E+00;  0.000000000000E+00;  5.106157059231E-01;  3.6251299E-03;  6.0615721E-02; -1.0296725E+00
32;  3.200884556599E-01;  3.5121292E-02;  0.0000000E+00;  3.7308761E-01;  0.0000000E+00;  1.9441317E-01;  0.0000000E+00;  1.103978805753E+00;  0.000000000000E+00;  5.143326790245E-01;  3.9788042E-03;  6.4332672E-02; -1.1394189E+00
33;  3.300134068638E-01;  2.9899877E-02;  0.0000000E+00;  3.8915539E-01;  0.0000000E+00;  1.4612076E-01;  0.0000000E+00;  1.104316275454E+00;  0.000000000000E+00;  5.181309916333E-01;  4.3162481E-03;  6.8130990E-02; -1.2375894E+00
34;  3.400520832850E-01;  3.1353723E-02;  0.0000000E+00;  3.8751361E-01;  0.0000000E+00;  1.1289681E-01;  0.0000000E+00;  1.104613618509E+00;  0.000000000000E+00;  5.220035046554E-01;  4.6135782E-03;  7.2003499E-02; -1.3129795E+00
35;  3.500307492119E-01;  3.1593721E-02;  0.0000000E+00;  3.9976412E-01;  0.0000000E+00;  9.0267159E-02;  0.0000000E+00;  1.104909176152E+00;  0.000000000000E+00;  5.259353476499E-01;  4.9091710E-03;  7.5935356E-02; -1.3712708E+00
36;  3.600678257781E-01;  3.1967610E-02;  0.0000000E+00;  4.1541827E-01;  0.0000000E+00;  8.2237385E-02;  0.0000000E+00;  1.105230088411E+00;  0.000000000000E+00;  5.300351486987E-01;  5.2300436E-03;  8.0035124E-02; -1.4215008E+00
37;  3.700867372473E-01;  3.0162629E-02;  0.0000000E+00;  4.4030416E-01;  0.0000000E+00;  4.7949858E-02;  0.0000000E+00;  1.105555997093E+00;  0.000000000000E+00;  5.342941562849E-01;  5.5560124E-03;  8.4294168E-02; -1.4586831E+00
38;  3.800688157618E-01;  2.8508399E-02;  0.0000000E+00;  4.5986179E-01;  0.0000000E+00;  5.1876339E-03;  0.0000000E+00;  1.105838533069E+00;  0.000000000000E+00;  5.388109298507E-01;  5.8385188E-03;  8.8810939E-02; -1.4756546E+00
39;  3.900498686381E-01;  3.3034436E-02;  0.0000000E+00;  4.7397596E-01;  0.0000000E+00; -3.3410026E-03;  0.0000000E+00;  1.106143029400E+00;  0.000000000000E+00;  5.434657709642E-01;  6.1429882E-03;  9.3465768E-02; -1.4812846E+00
40;  4.000619505661E-01;  3.2660391E-02;  0.0000000E+00;  4.8819038E-01;  0.0000000E+00; -2.8873882E-03;  0.0000000E+00;  1.106473454213E+00;  0.000000000000E+00;  5.483170005497E-01;  6.4734802E-03;  9.8316982E-02; -1.4784558E+00
41;  4.100860118773E-01;  3.5933614E-02;  0.0000000E+00;  4.9825618E-01;  0.0000000E+00;  2.7559832E-02;  0.0000000E+00;  1.106840982751E+00;  0.000000000000E+00;  5.532262218436E-01;  6.8409772E-03;  1.0322622E-01; -1.4840452E+00
42;  4.200613757630E-01;  3.2475613E-02;  0.0000000E+00;  5.0442630E-01;  0.0000000E+00;  4.5884047E-02;  0.0000000E+00;  1.107176426907E+00;  0.000000000000E+00;  5.582394847321E-01;  7.1764201E-03;  1.0823950E-01; -1.5042146E+00
43;  4.300170560456E-01;  2.9300116E-02;  0.0000000E+00;  5.1970911E-01;  0.0000000E+00;  1.1610635E-01;  0.0000000E+00;  1.107448128290E+00;  0.000000000000E+00;  5.633196585013E-01;  7.4480654E-03;  1.1331965E-01; -1.5535457E+00
44;  4.400086076695E-01;  2.9689474E-02;  0.0000000E+00;  5.4561538E-01;  0.0000000E+00;  1.5389672E-01;  0.0000000E+00;  1.107760628506E+00;  0.000000000000E+00;  5.686164951002E-01;  7.7605914E-03;  1.1861651E-01; -1.6262745E+00
45;  4.500321580269E-01;  3.6407515E-02;  0.0000000E+00;  5.6655860E-01;  0.0000000E+00;  1.7530979E-01;  0.0000000E+00;  1.108074357809E+00;  0.000000000000E+00;  5.741763513101E-01;  8.0743415E-03;  1.2417634E-01; -1.7220608E+00
46;  4.600075187804E-01;  3.1238390E-02;  0.0000000E+00;  5.8719200E-01;  0.0000000E+00;  1.1458439E-01;  0.0000000E+00;  1.108414371251E+00;  0.000000000000E+00;  5.799186439798E-01;  8.4143890E-03;  1.2991865E-01; -1.8058797E+00
47;  4.700775967682E-01;  2.5910599E-02;  0.0000000E+00;  6.0022461E-01;  0.0000000E+00;  9.6180867E-03;  0.0000000E+00;  1.108682651667E+00;  0.000000000000E+00;  5.859026621335E-01;  8.6826722E-03;  1.3590266E-01; -1.8376288E+00
48;  4.800667721339E-01;  2.4993787E-02;  0.0000000E+00;  6.1243218E-01;  0.0000000E+00; -1.0203528E-02;  0.0000000E+00;  1.108927769723E+00;  0.000000000000E+00;  5.919534659215E-01;  8.9277020E-03;  1.4195345E-01; -1.8357973E+00
49;  4.900197094429E-01;  2.4927381E-02;  0.0000000E+00;  6.3023645E-01;  0.0000000E+00; -1.9732859E-02;  0.0000000E+00;  1.109174658892E+00;  0.000000000000E+00;  5.981354478069E-01;  9.1746885E-03;  1.4813546E-01; -1.8163632E+00
50;  5.000560357157E-01;  3.1657927E-02;  0.0000000E+00;  6.4156246E-01;  0.0000000E+00; -3.5111206E-03;  0.0000000E+00;  1.109430877770E+00;  0.000000000000E+00;  6.044780130532E-01;  9.4309127E-03;  1.5447801E-01; -1.8064952E+00
51;  5.100612774946E-01;  1.4370512E-02;  0.0000000E+00;  6.5685475E-01;  0.0000000E+00; -5.7852421E-02;  0.0000000E+00;  1.109658958227E+00;  0.000000000000E+00;  6.109816941841E-01;  9.6589568E-03;  1.6098171E-01; -1.7891379E+00
52;  5.200335401195E-01;  1.7750235E-02;  0.0000000E+00;  6.8858808E-01;  0.0000000E+00; -1.0243213E-01;  0.0000000E+00;  1.109806119954E+00;  0.000000000000E+00;  6.176859120862E-01;  9.8060753E-03;  1.6768590E-01; -1.7429841E+00
53;  5.300299812969E-01;  2.8773472E-03;  0.0000000E+00;  7.0989847E-01;  0.0000000E+00; -1.4697833E-01;  0.0000000E+00;  1.109967355542E+00;  0.000000000000E+00;  6.246880727062E-01;  9.9672978E-03;  1.7468807E-01; -1.6814165E+00
54;  5.400528065637E-01;  2.6980750E-03;  0.0000000E+00;  7.1337515E-01;  0.0000000E+00; -1.6065189E-01;  0.0000000E+00;  1.109950565287E+00;  0.000000000000E+00;  6.317957147769E-01;  9.9504932E-03;  1.8179572E-01; -1.5970565E+00
55;  5.500578248862E-01; -4.3595885E-03;  0.0000000E+00;  7.1896148E-01;  0.0000000E+00; -2.2135943E-01;  0.0000000E+00;  1.109911628876E+00;  0.000000000000E+00;  6.389664271079E-01;  9.9116140E-03;  1.8896645E-01; -1.4904402E+00
56;  5.600862893222E-01; -1.8997638E-02;  0.0000000E+00;  7.4490911E-01;  0.0000000E+00; -2.9697722E-01;  0.0000000E+00;  1.109845849308E+00;  0.000000000000E+00;  6.463379941827E-01;  9.8458311E-03;  1.9633797E-01; -1.3542994E+00
57;  5.700073291477E-01; -2.3035392E-02;  0.0000000E+00;  7.6965600E-01;  0.0000000E+00; -2.9822204E-01;  0.0000000E+00;  1.109604436458E+00;  0.000000000000E+00;  6.538052321764E-01;  9.6044044E-03;  2.0380523E-01; -1.1795681E+00
58;  5.800883076014E-01; -5.6057423E-02;  0.0000000E+00;  7.7263510E-01;  0.0000000E+00; -3.2808170E-01;  0.0000000E+00;  1.109200697844E+00;  0.000000000000E+00;  6.615700243663E-01;  9.2006771E-03;  2.1157000E-01; -9.9257826E-01
59;  5.900409910528E-01; -7.1694724E-02;  0.0000000E+00;  8.0286860E-01;  0.0000000E+00; -3.4925628E-01;  0.0000000E+00;  1.108577340012E+00;  0.000000000000E+00;  6.694122105346E-01;  8.5773286E-03;  2.1941218E-01; -7.8882269E-01
60;  6.000549974259E-01; -7.6098770E-02;  0.0000000E+00;  8.1511843E-01;  0.0000000E+00; -4.0503958E-01;  0.0000000E+00;  1.107882666007E+00;  0.000000000000E+00;  6.775752786143E-01;  7.8826412E-03;  2.2757528E-01; -5.8189413E-01
61;  6.100052574286E-01; -1.0621922E-01;  0.0000000E+00;  8.1478858E-01;  0.0000000E+00; -5.4553229E-01;  0.0000000E+00;  1.106954017849E+00;  0.000000000000E+00;  6.856579743622E-01;  6.9540039E-03;  2.3565794E-01; -3.1819957E-01
62;  6.200212101060E-01; -1.3094068E-01;  0.0000000E+00;  8.0733532E-01;  0.0000000E+00; -6.9989407E-01;  0.0000000E+00;  1.105769640047E+00;  0.000000000000E+00;  6.937433258956E-01;  5.7695308E-03;  2.4374328E-01;  3.0401144E-02
63;  6.300757052998E-01; -1.6530809E-01;  0.0000000E+00;  8.1304747E-01;  0.0000000E+00; -8.4664726E-01;  0.0000000E+00;  1.104266016559E+00;  0.000000000000E+00;  7.018903044675E-01;  4.2659397E-03;  2.5189027E-01;  4.8423153E-01
64;  6.400449276347E-01; -1.8386701E-01;  0.0000000E+00;  8.1079161E-01;  0.0000000E+00; -9.4512820E-01;  0.0000000E+00;  1.102567178921E+00;  0.000000000000E+00;  7.100161733489E-01;  2.5670418E-03;  2.6001609E-01;  9.9132016E-01
65;  6.500135093528E-01; -2.0473231E-01;  0.0000000E+00;  8.1029034E-01;  0.0000000E+00; -1.0904353E+00;  0.0000000E+00;  1.100635347125E+00;  0.000000000000E+00;  7.180684568211E-01;  6.3521748E-04;  2.6806839E-01;  1.5746436E+00
66;  6.600423806339E-01; -2.2889106E-01;  0.0000000E+00;  7.9131919E-01;  0.0000000E+00; -1.2693236E+00;  0.0000000E+00;  1.098412369954E+00;  0.000000000000E+00;  7.260692366777E-01; -1.5878544E-03;  2.7606911E-01;  2.2518249E+00
67;  6.700631943325E-01; -2.6069972E-01;  0.0000000E+00;  7.7685106E-01;  0.0000000E+00; -1.4091024E+00;  0.0000000E+00;  1.096018346041E+00;  0.000000000000E+00;  7.340483440862E-01; -3.9819838E-03;  2.8404818E-01;  3.0163867E+00
68;  6.800172854149E-01; -2.8365275E-01;  0.0000000E+00;  7.5717074E-01;  0.0000000E+00; -1.5599257E+00;  0.0000000E+00;  1.093286537296E+00;  0.000000000000E+00;  7.417106195491E-01; -6.7138312E-03;  2.9171037E-01;  3.8670236E+00
69;  6.900581509442E-01; -3.0389935E-01;  0.0000000E+00;  7.4484742E-01;  0.0000000E+00; -1.5957270E+00;  0.0000000E+00;  1.090304822719E+00;  0.000000000000E+00;  7.492341947386E-01; -9.6956856E-03;  2.9923390E-01;  4.7857687E+00
70;  7.000041770215E-01; -3.1888944E-01;  0.0000000E+00;  7.3697758E-01;  0.0000000E+00; -1.6359986E+00;  0.0000000E+00;  1.087209489666E+00;  0.000000000000E+00;  7.565701306151E-01; -1.2791088E-02;  3.0656977E-01;  5.6979990E+00
71;  7.100680960832E-01; -3.3879814E-01;  0.0000000E+00;  7.1595550E-01;  0.0000000E+00; -1.7288316E+00;  0.0000000E+00;  1.083921231448E+00;  0.000000000000E+00;  7.638461842814E-01; -1.6079516E-02;  3.1384573E-01;  6.6715472E+00
72;  7.200672590850E-01; -3.5058770E-01;  0.0000000E+00;  6.7093533E-01;  0.0000000E+00; -1.7773964E+00;  0.0000000E+00;  1.080499002532E+00;  0.000000000000E+00;  7.708258363352E-01; -1.9501829E-02;  3.2082528E-01;  7.6768253E+00
73;  7.300051713033E-01; -3.5349059E-01;  0.0000000E+00;  6.4120460E-01;  0.0000000E+00; -1.8241529E+00;  0.0000000E+00;  1.077002184063E+00;  0.000000000000E+00;  7.773156314486E-01; -2.2998766E-02;  3.2731497E-01;  8.6986483E+00
74;  7.400314624475E-01; -3.8321698E-01;  0.0000000E+00;  6.0652053E-01;  0.0000000E+00; -1.9935908E+00;  0.0000000E+00;  1.073330138702E+00;  0.000000000000E+00;  7.835838934541E-01; -2.6670906E-02;  3.3358313E-01;  9.8013402E+00
75;  7.500342769051E-01; -3.8102862E-01;  0.0000000E+00;  5.7701439E-01;  0.0000000E+00; -1.8901517E+00;  0.0000000E+00;  1.069502782910E+00;  0.000000000000E+00;  7.894762712638E-01; -3.0498414E-02;  3.3947532E-01;  1.0914585E+01
76;  7.600221630633E-01; -3.8176131E-01;  0.0000000E+00;  5.3486300E-01;  0.0000000E+00; -1.8639450E+00;  0.0000000E+00;  1.065681976963E+00;  0.000000000000E+00;  7.951379163929E-01; -3.4319358E-02;  3.4513684E-01;  1.2005394E+01
77;  7.700248481388E-01; -3.8620776E-01;  0.0000000E+00;  5.1065439E-01;  0.0000000E+00; -1.8222547E+00;  0.0000000E+00;  1.061844763480E+00;  0.000000000000E+00;  8.003123533489E-01; -3.8156641E-02;  3.5031119E-01;  1.3072775E+01
78;  7.800516204012E-01; -3.7248668E-01;  0.0000000E+00;  4.8240495E-01;  0.0000000E+00; -1.7421327E+00;  0.0000000E+00;  1.058083261616E+00;  0.000000000000E+00;  8.052794479531E-01; -4.1918293E-02;  3.5527816E-01;  1.4093757E+01
79;  7.900224925229E-01; -3.7389997E-01;  0.0000000E+00;  4.3589720E-01;  0.0000000E+00; -1.6625637E+00;  0.0000000E+00;  1.054339660933E+00;  0.000000000000E+00;  8.098885846060E-01; -4.5661972E-02;  3.5988714E-01;  1.5067111E+01
80;  8.000719627547E-01; -3.7348616E-01;  0.0000000E+00;  4.2121661E-01;  0.0000000E+00; -1.6011902E+00;  0.0000000E+00;  1.050568088579E+00;  0.000000000000E+00;  8.142108652840E-01; -4.9433589E-02;  3.6420937E-01;  1.6007928E+01
81;  8.100830513614E-01; -3.7317526E-01;  0.0000000E+00;  3.9760023E-01;  0.0000000E+00; -1.4630467E+00;  0.0000000E+00;  1.046908171670E+00;  0.000000000000E+00;  8.182914751239E-01; -5.3093552E-02;  3.6828981E-01;  1.6868578E+01
82;  8.200664150514E-01; -3.7210140E-01;  0.0000000E+00;  3.7563971E-01;  0.0000000E+00; -1.2733862E+00;  0.0000000E+00;  1.043240357777E+00;  0.000000000000E+00;  8.222426190142E-01; -5.6761420E-02;  3.7224089E-01;  1.7653520E+01
83;  8.300860250778E-01; -3.6274034E-01;  0.0000000E+00;  3.6022219E-01;  0.0000000E+00; -1.1070812E+00;  0.0000000E+00;  1.039670555510E+00;  0.000000000000E+00;  8.259143812533E-01; -6.0331253E-02;  3.7591259E-01;  1.8339976E+01
84;  8.400631917189E-01; -3.4298873E-01;  0.0000000E+00;  3.5343748E-01;  0.0000000E+00; -9.0507025E-01;  0.0000000E+00;  1.036120067597E+00;  0.000000000000E+00;  8.294591382871E-01; -6.3881751E-02;  3.7945727E-01;  1.8920376E+01
85;  8.500106555788E-01; -3.2962805E-01;  0.0000000E+00;  3.3365864E-01;  0.0000000E+00; -7.7258623E-01;  0.0000000E+00;  1.032682796796E+00;  0.000000000000E+00;  8.328379855151E-01; -6.7319023E-02;  3.8283609E-01;  1.9385353E+01
86;  8.600134736669E-01; -3.3316112E-01;  0.0000000E+00;  3.2657051E-01;  0.0000000E+00; -5.7566309E-01;  0.0000000E+00;  1.029340677875E+00;  0.000000000000E+00;  8.361753752768E-01; -7.0661160E-02;  3.8617349E-01;  1.9747770E+01
87;  8.700124712839E-01; -3.0494773E-01;  0.0000000E+00;  2.8650519E-01;  0.0000000E+00; -3.5908407E-01;  0.0000000E+00;  1.026165898173E+00;  0.000000000000E+00;  8.391392107492E-01; -7.3835922E-02;  3.8913731E-01;  2.0009378E+01
88;  8.800012309355E-01; -3.0616733E-01;  0.0000000E+00;  2.6797524E-01;  0.0000000E+00; -1.5443301E-01;  0.0000000E+00;  1.023080219033E+00;  0.000000000000E+00;  8.419692051865E-01; -7.6921624E-02;  3.9196727E-01;  2.0152732E+01
89;  8.900178309916E-01; -2.9323691E-01;  0.0000000E+00;  2.2914569E-01;  0.0000000E+00;  3.3836696E-02;  0.0000000E+00;  1.020124470749E+00;  0.000000000000E+00;  8.444176665706E-01; -7.9877361E-02;  3.9441573E-01;  2.0173919E+01
90;  9.000209557561E-01; -2.8881919E-01;  0.0000000E+00;  2.0329097E-01;  0.0000000E+00;  1.5990627E-01;  0.0000000E+00;  1.017174100992E+00;  0.000000000000E+00;  8.466589350322E-01; -8.2827716E-02;  3.9665697E-01;  2.0115242E+01
91;  9.100097154077E-01; -2.6923528E-01;  0.0000000E+00;  1.8468496E-01;  0.0000000E+00;  3.8651633E-01;  0.0000000E+00;  1.014397645523E+00;  0.000000000000E+00;  8.484924117947E-01; -8.5604160E-02;  3.9849048E-01;  1.9956626E+01
92;  9.200212804467E-01; -2.6165298E-01;  0.0000000E+00;  1.7994417E-01;  0.0000000E+00;  6.0957098E-01;  0.0000000E+00;  1.011750088463E+00;  0.000000000000E+00;  8.503344975967E-01; -8.8251765E-02;  4.0033259E-01;  1.9672254E+01
93;  9.300100400983E-01; -2.5278410E-01;  0.0000000E+00;  1.7615169E-01;  0.0000000E+00;  8.3200932E-01;  0.0000000E+00;  1.009188557025E+00;  0.000000000000E+00;  8.521054238418E-01; -9.0813305E-02;  4.0210353E-01;  1.9253316E+01
94;  9.400216051373E-01; -2.5043067E-01;  0.0000000E+00;  1.8754086E-01;  0.0000000E+00;  1.0193236E+00;  0.0000000E+00;  1.006622659847E+00;  0.000000000000E+00;  8.539158734767E-01; -9.3379232E-02;  4.0391396E-01;  1.8732389E+01
95;  9.500103647889E-01; -2.4311668E-01;  0.0000000E+00;  2.0853005E-01;  0.0000000E+00;  1.1893212E+00;  0.0000000E+00;  1.004202967764E+00;  0.000000000000E+00;  8.558447777767E-01; -9.5798953E-02;  4.0584292E-01;  1.8088903E+01
96;  9.600219298278E-01; -2.4107490E-01;  0.0000000E+00;  1.8808544E-01;  0.0000000E+00;  1.3325913E+00;  0.0000000E+00;  1.001731720329E+00;  0.000000000000E+00;  8.577691257761E-01; -9.8270275E-02;  4.0776724E-01;  1.7386185E+01
97;  9.700106894794E-01; -2.2795892E-01;  0.0000000E+00;  1.6652711E-01;  0.0000000E+00;  1.5235815E+00;  0.0000000E+00;  9.993526080839E-01;  0.000000000000E+00;  8.594814193549E-01; -1.0064939E-01;  4.0947956E-01;  1.6605258E+01
98;  9.800222545184E-01; -2.2449404E-01;  0.0000000E+00;  2.4818827E-01;  0.0000000E+00;  1.7153907E+00;  0.0000000E+00;  9.970842763140E-01;  0.000000000000E+00;  8.616472678314E-01; -1.0291778E-01;  4.1164541E-01;  1.5681414E+01
99;  9.900110141700E-01; -2.2003308E-01;  0.0000000E+00;  2.0612946E-01;  0.0000000E+00;  1.7445234E+00;  0.0000000E+00;  9.949139468415E-01;  0.000000000000E+00;  8.640166329114E-01; -1.0508817E-01;  4.1401476E-01;  1.4657964E+01
100;  1.000022579209E+00; -2.1378228E-01;  0.0000000E+00;  1.7726636E-01;  0.0000000E+00;  1.8407058E+00;  0.0000000E+00;  9.927032824780E-01;  0.000000000000E+00;  8.658444060859E-01; -1.0729891E-01;  4.1584258E-01;  1.3635266E+01
